delivery_start,quarter_index,take_price_eur_mwh,feed_price_eur_mwh
2023-01-02 16:00:00+01:00,1,69.68,54.77
2023-01-02 16:00:00+01:00,2,65.03,58.0
2023-01-02 16:00:00+01:00,3,62.61,55.15
2023-01-02 17:00:00+01:00,0,64.14,52.73
2023-01-02 17:00:00+01:00,1,66.61,47.09
2023-01-02 17:00:00+01:00,2,71.93,44.6
2023-01-02 17:00:00+01:00,3,62.74,54.34
2023-01-02 18:00:00+01:00,0,72.38,63.26
2023-01-02 18:00:00+01:00,1,76.47,59.63
2023-01-02 18:00:00+01:00,2,71.4,51.67
2023-01-02 18:00:00+01:00,3,76.36,58.79
2023-01-02 19:00:00+01:00,0,72.67,58.59
2023-01-02 19:00:00+01:00,1,68.0,55.6
2023-01-02 19:00:00+01:00,2,66.52,49.39
2023-01-02 19:00:00+01:00,3,72.03,51.48
2023-01-02 20:00:00+01:00,0,63.33,51.21
2023-01-02 20:00:00+01:00,1,67.87,56.6
2023-01-02 20:00:00+01:00,2,64.47,52.06
2023-01-02 20:00:00+01:00,3,65.99,44.54
2023-01-02 21:00:00+01:00,0,58.95,51.64
2023-01-02 21:00:00+01:00,1,63.77,54.48
2023-01-02 21:00:00+01:00,2,61.09,43.18
2023-01-02 21:00:00+01:00,3,59.48,47.61
2023-01-02 22:00:00+01:00,0,49.19,38.56
2023-01-02 22:00:00+01:00,1,49.17,34.25
2023-01-02 22:00:00+01:00,2,61.03,37.71
2023-01-02 22:00:00+01:00,3,55.31,38.88
2023-01-02 23:00:00+01:00,0,49.08,35.33
2023-01-02 23:00:00+01:00,1,42.42,28.98
2023-01-02 23:00:00+01:00,2,46.59,34.33
2023-01-02 23:00:00+01:00,3,48.06,36.46
2023-01-03 00:00:00+01:00,0,34.67,16.97
2023-01-03 00:00:00+01:00,1,39.24,23.07
2023-01-03 00:00:00+01:00,2,43.44,21.81
2023-01-03 00:00:00+01:00,3,35.25,14.63
2023-01-03 01:00:00+01:00,0,45.36,26.81
2023-01-03 01:00:00+01:00,1,32.57,18.07
2023-01-03 01:00:00+01:00,2,36.18,20.02
2023-01-03 01:00:00+01:00,3,35.61,26.86
2023-01-03 02:00:00+01:00,0,43.2,23.75
2023-01-03 02:00:00+01:00,1,41.59,21.87
2023-01-03 02:00:00+01:00,2,40.4,25.79
2023-01-03 02:00:00+01:00,3,42.1,21.84
2023-01-03 03:00:00+01:00,0,37.43,21.37
2023-01-03 03:00:00+01:00,1,43.4,19.5
2023-01-03 03:00:00+01:00,2,31.54,15.41
2023-01-03 03:00:00+01:00,3,41.72,22.73
2023-01-03 04:00:00+01:00,0,36.89,26.87
2023-01-03 04:00:00+01:00,1,36.23,24.38
2023-01-03 04:00:00+01:00,2,43.17,17.86
2023-01-03 04:00:00+01:00,3,37.54,21.1
2023-01-03 05:00:00+01:00,0,45.43,29.12
2023-01-03 05:00:00+01:00,1,36.98,20.61
2023-01-03 05:00:00+01:00,2,45.8,25.72
2023-01-03 05:00:00+01:00,3,40.78,29.01
2023-01-03 06:00:00+01:00,0,46.91,24.59
2023-01-03 06:00:00+01:00,1,45.66,27.13
2023-01-03 06:00:00+01:00,2,37.21,21.64
2023-01-03 06:00:00+01:00,3,47.88,22.84
2023-01-03 07:00:00+01:00,0,62.48,43.1
2023-01-03 07:00:00+01:00,1,62.4,43.31
2023-01-03 07:00:00+01:00,2,67.5,39.79
2023-01-03 07:00:00+01:00,3,57.61,40.02
2023-01-03 08:00:00+01:00,0,69.5,52.62
2023-01-03 08:00:00+01:00,1,70.37,55.87
2023-01-03 08:00:00+01:00,2,63.86,50.35
2023-01-03 08:00:00+01:00,3,65.9,52.89
2023-01-03 09:00:00+01:00,0,60.64,47.83
2023-01-03 09:00:00+01:00,1,62.55,54.43
2023-01-03 09:00:00+01:00,2,66.07,45.46
2023-01-03 09:00:00+01:00,3,65.69,45.92
2023-01-03 10:00:00+01:00,0,54.64,36.57
2023-01-03 10:00:00+01:00,1,59.93,45.3
2023-01-03 10:00:00+01:00,2,58.01,39.61
2023-01-03 10:00:00+01:00,3,54.81,44.2
2023-01-03 11:00:00+01:00,0,62.37,42.4
2023-01-03 11:00:00+01:00,1,60.34,43.79
2023-01-03 11:00:00+01:00,2,57.25,48.86
2023-01-03 11:00:00+01:00,3,61.45,33.95
2023-01-03 12:00:00+01:00,0,56.98,39.3
2023-01-03 12:00:00+01:00,1,51.53,44.3
2023-01-03 12:00:00+01:00,2,54.69,38.95
2023-01-03 12:00:00+01:00,3,57.48,41.89
2023-01-03 13:00:00+01:00,0,63.5,38.98
2023-01-03 13:00:00+01:00,1,64.7,44.74
2023-01-03 13:00:00+01:00,2,56.66,37.19
2023-01-03 13:00:00+01:00,3,55.56,50.28
2023-01-03 14:00:00+01:00,0,58.58,37.5
2023-01-03 14:00:00+01:00,1,57.57,45.26
2023-01-03 14:00:00+01:00,2,64.23,49.07
2023-01-03 14:00:00+01:00,3,60.23,43.39
2023-01-03 15:00:00+01:00,0,71.51,55.76
2023-01-03 15:00:00+01:00,1,72.41,50.78
2023-01-03 15:00:00+01:00,2,66.96,57.14
2023-01-03 15:00:00+01:00,3,64.98,50.45
2023-01-03 16:00:00+01:00,0,58.88,42.22
2023-01-03 16:00:00+01:00,1,58.21,48.44
2023-01-03 16:00:00+01:00,2,56.72,40.59
2023-01-03 16:00:00+01:00,3,59.81,45.04
2023-01-03 17:00:00+01:00,0,65.29,58.47
2023-01-03 17:00:00+01:00,1,63.55,46.07
2023-01-03 17:00:00+01:00,2,69.26,48.8
2023-01-03 17:00:00+01:00,3,64.82,46.65
2023-01-03 18:00:00+01:00,0,66.3,54.95
2023-01-03 18:00:00+01:00,1,63.33,50.41
2023-01-03 18:00:00+01:00,2,63.58,51.33
2023-01-03 18:00:00+01:00,3,69.44,52.23
2023-01-03 19:00:00+01:00,0,68.15,43.34
2023-01-03 19:00:00+01:00,1,74.42,58.1
2023-01-03 19:00:00+01:00,2,66.53,48.32
2023-01-03 19:00:00+01:00,3,65.47,47.11
2023-01-03 20:00:00+01:00,0,71.5,52.9
2023-01-03 20:00:00+01:00,1,71.35,47.93
2023-01-03 20:00:00+01:00,2,62.59,47.38
2023-01-03 20:00:00+01:00,3,70.73,53.03
2023-01-03 21:00:00+01:00,0,55.55,42.1
2023-01-03 21:00:00+01:00,1,65.54,40.67
2023-01-03 21:00:00+01:00,2,63.1,39.06
2023-01-03 21:00:00+01:00,3,58.12,44.52
2023-01-03 22:00:00+01:00,0,50.95,37.22
2023-01-03 22:00:00+01:00,1,58.68,30.04
2023-01-03 22:00:00+01:00,2,62.14,39.7
2023-01-03 22:00:00+01:00,3,52.48,33.56
2023-01-03 23:00:00+01:00,0,45.22,36.67
2023-01-03 23:00:00+01:00,1,42.4,28.34
2023-01-03 23:00:00+01:00,2,44.82,35.87
2023-01-03 23:00:00+01:00,3,47.76,26.47
2023-01-04 00:00:00+01:00,0,49.38,25.86
2023-01-04 00:00:00+01:00,1,52.43,25.83
2023-01-04 00:00:00+01:00,2,54.67,33.13
2023-01-04 00:00:00+01:00,3,45.56,27.16
2023-01-04 01:00:00+01:00,0,44.04,24.97
2023-01-04 01:00:00+01:00,1,44.51,35.97
2023-01-04 01:00:00+01:00,2,41.06,30.17
2023-01-04 01:00:00+01:00,3,38.4,33.62
2023-01-04 02:00:00+01:00,0,39.24,21.41
2023-01-04 02:00:00+01:00,1,47.65,25.3
2023-01-04 02:00:00+01:00,2,41.55,27.4
2023-01-04 02:00:00+01:00,3,42.05,23.48
2023-01-04 03:00:00+01:00,0,36.39,27.1
2023-01-04 03:00:00+01:00,1,43.82,25.13
2023-01-04 03:00:00+01:00,2,45.66,30.61
2023-01-04 03:00:00+01:00,3,44.23,26.7
2023-01-04 04:00:00+01:00,0,40.04,20.79
2023-01-04 04:00:00+01:00,1,45.24,17.27
2023-01-04 04:00:00+01:00,2,45.23,19.5
2023-01-04 04:00:00+01:00,3,36.73,26.29
2023-01-04 05:00:00+01:00,0,50.37,30.52
2023-01-04 05:00:00+01:00,1,42.99,35.07
2023-01-04 05:00:00+01:00,2,53.32,31.82
2023-01-04 05:00:00+01:00,3,49.61,31.66
2023-01-04 06:00:00+01:00,0,52.91,32.74
2023-01-04 06:00:00+01:00,1,53.77,30.85
2023-01-04 06:00:00+01:00,2,53.05,26.72
2023-01-04 06:00:00+01:00,3,52.83,30.92
2023-01-04 07:00:00+01:00,0,59.66,42.14
2023-01-04 07:00:00+01:00,1,67.83,52.11
2023-01-04 07:00:00+01:00,2,59.63,41.61
2023-01-04 07:00:00+01:00,3,57.83,41.11
2023-01-04 08:00:00+01:00,0,62.09,54.27
2023-01-04 08:00:00+01:00,1,68.59,53.0
2023-01-04 08:00:00+01:00,2,68.4,49.14
2023-01-04 08:00:00+01:00,3,69.52,48.59
2023-01-04 09:00:00+01:00,0,66.74,42.4
2023-01-04 09:00:00+01:00,1,60.41,42.89
2023-01-04 09:00:00+01:00,2,61.9,44.78
2023-01-04 09:00:00+01:00,3,59.82,47.38
2023-01-04 10:00:00+01:00,0,57.9,41.97
2023-01-04 10:00:00+01:00,1,68.6,54.43
2023-01-04 10:00:00+01:00,2,60.44,51.94
2023-01-04 10:00:00+01:00,3,70.82,52.14
2023-01-04 11:00:00+01:00,0,54.76,38.3
2023-01-04 11:00:00+01:00,1,60.52,44.63
2023-01-04 11:00:00+01:00,2,63.68,47.62
2023-01-04 11:00:00+01:00,3,66.32,47.99
2023-01-04 12:00:00+01:00,0,61.26,43.5
2023-01-04 12:00:00+01:00,1,66.45,44.34
2023-01-04 12:00:00+01:00,2,66.54,47.92
2023-01-04 12:00:00+01:00,3,65.31,43.92
2023-01-04 13:00:00+01:00,0,67.87,42.86
2023-01-04 13:00:00+01:00,1,67.91,45.88
2023-01-04 13:00:00+01:00,2,67.98,47.37
2023-01-04 13:00:00+01:00,3,59.92,52.77
2023-01-04 14:00:00+01:00,0,57.28,44.28
2023-01-04 14:00:00+01:00,1,55.66,37.79
2023-01-04 14:00:00+01:00,2,54.98,41.03
2023-01-04 14:00:00+01:00,3,59.09,43.5
2023-01-04 15:00:00+01:00,0,60.05,45.39
2023-01-04 15:00:00+01:00,1,55.61,44.0
2023-01-04 15:00:00+01:00,2,56.76,35.59
2023-01-04 15:00:00+01:00,3,54.27,42.86
2023-01-04 16:00:00+01:00,0,58.7,49.0
2023-01-04 16:00:00+01:00,1,66.5,46.16
2023-01-04 16:00:00+01:00,2,70.61,53.6
2023-01-04 16:00:00+01:00,3,63.13,46.55
2023-01-04 17:00:00+01:00,0,76.08,51.54
2023-01-04 17:00:00+01:00,1,75.09,51.38
2023-01-04 17:00:00+01:00,2,69.39,52.72
2023-01-04 17:00:00+01:00,3,73.09,51.35
2023-01-04 18:00:00+01:00,0,79.04,58.68
2023-01-04 18:00:00+01:00,1,83.58,65.4
2023-01-04 18:00:00+01:00,2,85.19,64.12
2023-01-04 18:00:00+01:00,3,82.57,63.53
2023-01-04 19:00:00+01:00,0,68.84,48.92
2023-01-04 19:00:00+01:00,1,76.61,51.48
2023-01-04 19:00:00+01:00,2,65.14,59.8
2023-01-04 19:00:00+01:00,3,65.09,51.73
2023-01-04 20:00:00+01:00,0,71.82,52.64
2023-01-04 20:00:00+01:00,1,72.2,54.84
2023-01-04 20:00:00+01:00,2,70.27,47.48
2023-01-04 20:00:00+01:00,3,70.05,48.37
2023-01-04 21:00:00+01:00,0,55.96,40.66
2023-01-04 21:00:00+01:00,1,65.81,47.21
2023-01-04 21:00:00+01:00,2,64.37,49.13
2023-01-04 21:00:00+01:00,3,64.0,38.88
2023-01-04 22:00:00+01:00,0,56.97,37.99
2023-01-04 22:00:00+01:00,1,48.52,29.99
2023-01-04 22:00:00+01:00,2,52.9,36.42
2023-01-04 22:00:00+01:00,3,49.2,37.99
2023-01-04 23:00:00+01:00,0,44.89,29.14
2023-01-04 23:00:00+01:00,1,51.13,28.62
2023-01-04 23:00:00+01:00,2,41.28,22.12
2023-01-04 23:00:00+01:00,3,40.46,27.62
2023-01-05 00:00:00+01:00,0,44.95,36.6
2023-01-05 00:00:00+01:00,1,51.99,26.55
2023-01-05 00:00:00+01:00,2,52.23,29.33
2023-01-05 00:00:00+01:00,3,44.62,36.37
2023-01-05 01:00:00+01:00,0,36.01,29.91
2023-01-05 01:00:00+01:00,1,40.37,18.35
2023-01-05 01:00:00+01:00,2,35.07,28.6
2023-01-05 01:00:00+01:00,3,44.24,14.87
2023-01-05 02:00:00+01:00,0,43.18,26.57
2023-01-05 02:00:00+01:00,1,41.7,35.49
2023-01-05 02:00:00+01:00,2,40.54,23.38
2023-01-05 02:00:00+01:00,3,50.28,32.45
2023-01-05 03:00:00+01:00,0,40.19,22.6
2023-01-05 03:00:00+01:00,1,41.71,17.82
2023-01-05 03:00:00+01:00,2,36.53,18.03
2023-01-05 03:00:00+01:00,3,41.68,18.97
2023-01-05 04:00:00+01:00,0,41.9,26.53
2023-01-05 04:00:00+01:00,1,41.15,27.21
2023-01-05 04:00:00+01:00,2,48.59,30.97
2023-01-05 04:00:00+01:00,3,48.54,23.05
2023-01-05 05:00:00+01:00,0,51.83,31.15
2023-01-05 05:00:00+01:00,1,42.92,25.99
2023-01-05 05:00:00+01:00,2,49.25,29.22
2023-01-05 05:00:00+01:00,3,49.67,33.48
2023-01-05 06:00:00+01:00,0,47.72,34.74
2023-01-05 06:00:00+01:00,1,50.92,36.04
2023-01-05 06:00:00+01:00,2,45.3,33.36
2023-01-05 06:00:00+01:00,3,54.0,35.92
2023-01-05 07:00:00+01:00,0,65.25,48.27
2023-01-05 07:00:00+01:00,1,56.88,48.11
2023-01-05 07:00:00+01:00,2,62.49,44.01
2023-01-05 07:00:00+01:00,3,62.46,40.62
2023-01-05 08:00:00+01:00,0,75.49,58.83
2023-01-05 08:00:00+01:00,1,66.09,46.87
2023-01-05 08:00:00+01:00,2,62.99,46.06
2023-01-05 08:00:00+01:00,3,66.97,53.32
2023-01-05 09:00:00+01:00,0,66.11,44.67
2023-01-05 09:00:00+01:00,1,59.55,43.57
2023-01-05 09:00:00+01:00,2,61.05,50.09
2023-01-05 09:00:00+01:00,3,60.92,45.71
2023-01-05 10:00:00+01:00,0,63.53,48.93
2023-01-05 10:00:00+01:00,1,66.44,43.64
2023-01-05 10:00:00+01:00,2,67.45,45.82
2023-01-05 10:00:00+01:00,3,68.87,44.68
2023-01-05 11:00:00+01:00,0,56.75,47.03
2023-01-05 11:00:00+01:00,1,61.72,44.43
2023-01-05 11:00:00+01:00,2,61.99,44.27
2023-01-05 11:00:00+01:00,3,63.37,43.16
2023-01-05 12:00:00+01:00,0,60.51,42.53
2023-01-05 12:00:00+01:00,1,59.78,34.98
2023-01-05 12:00:00+01:00,2,55.26,47.2
2023-01-05 12:00:00+01:00,3,59.94,40.94
2023-01-05 13:00:00+01:00,0,59.45,41.26
2023-01-05 13:00:00+01:00,1,63.35,44.73
2023-01-05 13:00:00+01:00,2,56.92,38.02
2023-01-05 13:00:00+01:00,3,64.02,38.13
2023-01-05 14:00:00+01:00,0,61.71,53.12
2023-01-05 14:00:00+01:00,1,57.78,46.22
2023-01-05 14:00:00+01:00,2,55.09,43.44
2023-01-05 14:00:00+01:00,3,67.5,43.6
2023-01-05 15:00:00+01:00,0,52.67,35.64
2023-01-05 15:00:00+01:00,1,64.82,39.29
2023-01-05 15:00:00+01:00,2,59.89,49.06
2023-01-05 15:00:00+01:00,3,59.27,35.51
2023-01-05 16:00:00+01:00,0,62.85,49.27
2023-01-05 16:00:00+01:00,1,71.28,52.93
2023-01-05 16:00:00+01:00,2,68.9,45.92
2023-01-05 16:00:00+01:00,3,72.88,43.93
2023-01-05 17:00:00+01:00,0,71.64,52.76
2023-01-05 17:00:00+01:00,1,64.42,49.44
2023-01-05 17:00:00+01:00,2,73.42,50.04
2023-01-05 17:00:00+01:00,3,63.29,54.88
2023-01-05 18:00:00+01:00,0,63.78,46.46
2023-01-05 18:00:00+01:00,1,67.05,52.07
2023-01-05 18:00:00+01:00,2,73.21,54.7
2023-01-05 18:00:00+01:00,3,77.53,49.56
2023-01-05 19:00:00+01:00,0,72.59,52.22
2023-01-05 19:00:00+01:00,1,78.65,52.89
2023-01-05 19:00:00+01:00,2,67.57,57.27
2023-01-05 19:00:00+01:00,3,71.26,55.97
2023-01-05 20:00:00+01:00,0,68.4,45.38
2023-01-05 20:00:00+01:00,1,67.93,46.1
2023-01-05 20:00:00+01:00,2,63.58,50.78
2023-01-05 20:00:00+01:00,3,63.26,53.6
2023-01-05 21:00:00+01:00,0,65.72,43.55
2023-01-05 21:00:00+01:00,1,57.93,43.3
2023-01-05 21:00:00+01:00,2,60.01,44.87
2023-01-05 21:00:00+01:00,3,60.92,40.42
2023-01-05 22:00:00+01:00,0,49.35,31.66
2023-01-05 22:00:00+01:00,1,59.37,39.47
2023-01-05 22:00:00+01:00,2,47.7,40.28
2023-01-05 22:00:00+01:00,3,54.44,40.63
2023-01-05 23:00:00+01:00,0,51.92,29.34
2023-01-05 23:00:00+01:00,1,45.08,28.99
2023-01-05 23:00:00+01:00,2,38.96,21.74
2023-01-05 23:00:00+01:00,3,48.34,35.96
2023-01-06 00:00:00+01:00,0,41.54,17.25
2023-01-06 00:00:00+01:00,1,32.87,25.25
2023-01-06 00:00:00+01:00,2,39.49,23.82
2023-01-06 00:00:00+01:00,3,31.43,24.14
2023-01-06 01:00:00+01:00,0,36.95,24.4
2023-01-06 01:00:00+01:00,1,42.33,21.44
2023-01-06 01:00:00+01:00,2,37.46,27.29
2023-01-06 01:00:00+01:00,3,43.74,23.96
2023-01-06 02:00:00+01:00,0,33.44,13.26
2023-01-06 02:00:00+01:00,1,37.83,19.19
2023-01-06 02:00:00+01:00,2,34.75,16.51
2023-01-06 02:00:00+01:00,3,41.69,17.48
2023-01-06 03:00:00+01:00,0,34.0,22.4
2023-01-06 03:00:00+01:00,1,35.48,19.94
2023-01-06 03:00:00+01:00,2,34.74,29.1
2023-01-06 03:00:00+01:00,3,40.7,26.45
2023-01-06 04:00:00+01:00,0,33.05,14.43
2023-01-06 04:00:00+01:00,1,30.65,23.11
2023-01-06 04:00:00+01:00,2,39.35,16.83
2023-01-06 04:00:00+01:00,3,39.57,22.49
2023-01-06 05:00:00+01:00,0,42.24,20.18
2023-01-06 05:00:00+01:00,1,42.72,23.46
2023-01-06 05:00:00+01:00,2,46.5,21.94
2023-01-06 05:00:00+01:00,3,43.69,22.4
2023-01-06 06:00:00+01:00,0,48.89,38.83
2023-01-06 06:00:00+01:00,1,49.76,32.08
2023-01-06 06:00:00+01:00,2,54.93,35.54
2023-01-06 06:00:00+01:00,3,56.81,32.89
2023-01-06 07:00:00+01:00,0,65.66,39.46
2023-01-06 07:00:00+01:00,1,64.24,45.02
2023-01-06 07:00:00+01:00,2,63.74,39.33
2023-01-06 07:00:00+01:00,3,65.67,43.05
2023-01-06 08:00:00+01:00,0,71.4,42.41
2023-01-06 08:00:00+01:00,1,71.77,54.37
2023-01-06 08:00:00+01:00,2,66.14,44.64
